P:(1/3,1/3,w)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|2P₃(2)|2P₃(2)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|P₁(1)⊕P₂(1)|2P₃(2)|2P₃(2)|2P₃(2)|2P₃(2)|2P₃(2)|2P₃(2)|2P₁(1)⊕2P₂(1)⊕2P₃(2)|2P₃(2)|2P₃(2)|2P₁(1)⊕2P₂(1)⊕2P₃(2)|2P₁(1)⊕2P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|P₁(1)⊕P₂(1)⊕2P₃(2)|2P₆ˢ(2)|2P₆ˢ(2)|2P₄ˢP₅ˢ(2)|2P₄ˢP₅ˢ(2)|2P₄ˢP₅ˢ(2)|2P₆ˢ(2)|2P₆ˢ(2)|2P₆ˢ(2)|2P₆ˢ(2)|4P₆ˢ(2)|2P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)|4P₆ˢ(2)|2P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)|2P₄ˢP₅ˢ(2)⊕2P₆ˢ(2)|2P₄ˢP₅ˢ(2)⊕4P₆ˢ(2)|2P₄ˢP₅ˢ(2)⊕4P₆ˢ(2)|2P₄ˢP₅ˢ(2)⊕4P₆ˢ(2)
Λ:(u,u,0)|Λ₁(1)⊕Λ₂(1)|Λ₃(1)⊕Λ₄(1)|Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₄(1)|Λ₂(1)⊕Λ₃(1)|Λ₂(1)⊕Λ₃(1)|Λ₁(1)⊕Λ₄(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|2Λ₂(1)⊕2Λ₃(1)|2Λ₁(1)⊕2Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|2Λ₁(1)⊕2Λ₂(1)⊕2Λ₃(1)⊕2Λ₄(1)|2Λ₁(1)⊕2Λ₄(1)|2Λ₂(1)⊕2Λ₃(1)|4Λ₂(1)⊕4Λ₃(1)|4Λ₁(1)⊕4Λ₄(1)|2Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)⊕2Λ₄(1)|Λ₁(1)⊕Λ₂(1)⊕2Λ₃(1)⊕2Λ₄(1)|2Λ₁(1)⊕2Λ₂(1)⊕Λ₃(1)⊕Λ₄(1)|3Λ₁(1)⊕3Λ₄(1)|3Λ₂(1)⊕3Λ₃(1)|3Λ₂(1)⊕3Λ₃(1)|3Λ₁(1)⊕3Λ₄(1)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|2Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|4Λ₅ˢ(2)|6Λ₅ˢ(2)|6Λ₅ˢ(2)|6Λ₅ˢ(2)
Q:(u,u,1/2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|2Q₁(2)|2Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|2Q₁(2)|4Q₁(2)|2Q₁(2)|2Q₁(2)|4Q₁(2)|4Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|3Q₁(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|Q₂ˢQ₄ˢ(2)⊕Q₃ˢQ₅ˢ(2)|2Q₂ˢQ₄ˢ(2)⊕2Q₃ˢQ₅ˢ(2)|2Q₂ˢQ₄ˢ(2)⊕2Q₃ˢQ₅ˢ(2)|2Q₂ˢQ₄ˢ(2)⊕2Q₃ˢQ₅ˢ(2)|2Q₂ˢQ₄ˢ(2)⊕2Q₃ˢQ₅ˢ(2)|2Q₂ˢQ₄ˢ(2)⊕2Q₃ˢQ₅ˢ(2)|3Q₂ˢQ₄ˢ(2)⊕3Q₃ˢQ₅ˢ(2)|3Q₂ˢQ₄ˢ(2)⊕3Q₃ˢQ₅ˢ(2)|3Q₂ˢQ₄ˢ(2)⊕3Q₃ˢQ₅ˢ(2)
R:(u,0,1/2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|2R₁(2)|2R₁(2)|R₁(2)|R₁(2)|R₁(2)|R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|2R₁(2)|4R₁(2)|2R₁(2)|2R₁(2)|4R₁(2)|4R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|3R₁(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|R₂ˢR₄ˢ(2)⊕R₃ˢR₅ˢ(2)|2R₂ˢR₄ˢ(2)⊕2R₃ˢR₅ˢ(2)|2R₂ˢR₄ˢ(2)⊕2R₃ˢR₅ˢ(2)|2R₂ˢR₄ˢ(2)⊕2R₃ˢR₅ˢ(2)|2R₂ˢR₄ˢ(2)⊕2R₃ˢR₅ˢ(2)|2R₂ˢR₄ˢ(2)⊕2R₃ˢR₅ˢ(2)|3R₂ˢR₄ˢ(2)⊕3R₃ˢR₅ˢ(2)|3R₂ˢR₄ˢ(2)⊕3R₃ˢR₅ˢ(2)|3R₂ˢR₄ˢ(2)⊕3R₃ˢR₅ˢ(2)
Σ:(u,0,0)|Σ₁(1)⊕Σ₄(1)|Σ₂(1)⊕Σ₃(1)|Σ₁(1)⊕Σ₄(1)|Σ₂(1)⊕Σ₃(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|Σ₃(1)⊕Σ₄(1)|Σ₃(1)⊕Σ₄(1)|Σ₁(1)⊕Σ₂(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₁(1)⊕2Σ₄(1)|2Σ₂(1)⊕2Σ₃(1)|2Σ₁(1)⊕2Σ₂(1)⊕2Σ₃(1)⊕2Σ₄(1)|2Σ₁(1)⊕2Σ₂(1)|2Σ₃(1)⊕2Σ₄(1)|4Σ₃(1)⊕4Σ₄(1)|4Σ₁(1)⊕4Σ₂(1)|2Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕2Σ₄(1)|Σ₁(1)⊕2Σ₂(1)⊕2Σ₃(1)⊕Σ₄(1)|2Σ₁(1)⊕Σ₂(1)⊕Σ₃(1)⊕2Σ₄(1)|Σ₁(1)⊕2Σ₂(1)⊕2Σ₃(1)⊕Σ₄(1)|3Σ₁(1)⊕3Σ₂(1)|3Σ₃(1)⊕3Σ₄(1)|3Σ₃(1)⊕3Σ₄(1)|3Σ₁(1)⊕3Σ₂(1)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|2Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|4Σ₅ˢ(2)|6Σ₅ˢ(2)|6Σ₅ˢ(2)|6Σ₅ˢ(2)
U:(1/2,0,w)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|2U₃(1)⊕2U₄(1)|2U₁(1)⊕2U₂(1)|U₁(1)⊕U₂(1)|U₁(1)⊕U₂(1)|U₃(1)⊕U₄(1)|U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)|2U₁(1)⊕2U₂(1)|2U₃(1)⊕2U₄(1)|2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)⊕2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)⊕2U₃(1)⊕2U₄(1)|2U₁(1)⊕2U₂(1)⊕2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|U₁(1)⊕U₂(1)⊕2U₃(1)⊕2U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|2U₁(1)⊕2U₂(1)⊕U₃(1)⊕U₄(1)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|2U₅ˢ(2)|4U₅ˢ(2)|4U₅ˢ(2)|4U₅ˢ(2)|4U₅ˢ(2)|4U₅ˢ(2)|6U₅ˢ(2)|6U₅ˢ(2)|6U₅ˢ(2)
B:(u,v,0)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|B₁(1)⊕B₂(1)|2B₁(1)⊕2B₂(1)|2B₁(1)⊕2B₂(1)|2B₁(1)|2B₂(1)|2B₂(1)|2B₁(1)|4B₁(1)|4B₂(1)|4B₂(1)|4B₁(1)|2B₁(1)⊕2B₂(1)|2B₁(1)⊕2B₂(1)|4B₁(1)⊕4B₂(1)|4B₁(1)|4B₂(1)|8B₂(1)|8B₁(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|3B₁(1)⊕3B₂(1)|6B₁(1)|6B₂(1)|6B₂(1)|6B₁(1)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|2B₃ˢB₄ˢ(2)|4B₃ˢB₄ˢ(2)|4B₃ˢB₄ˢ(2)|4B₃ˢB₄ˢ(2)|4B₃ˢB₄ˢ(2)|4B₃ˢB₄ˢ(2)|6B₃ˢB₄ˢ(2)|6B₃ˢB₄ˢ(2)|6B₃ˢB₄ˢ(2)
C:(u,u,w)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|C₁(1)⊕C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|4C₁(1)⊕4C₂(1)|2C₁(1)⊕2C₂(1)|2C₁(1)⊕2C₂(1)|4C₁(1)⊕4C₂(1)|4C₁(1)⊕4C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|3C₁(1)⊕3C₂(1)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|2C₃ˢC₄ˢ(2)|4C₃ˢC₄ˢ(2)|4C₃ˢC₄ˢ(2)|4C₃ˢC₄ˢ(2)|4C₃ˢC₄ˢ(2)|4C₃ˢC₄ˢ(2)|6C₃ˢC₄ˢ(2)|6C₃ˢC₄ˢ(2)|6C₃ˢC₄ˢ(2)
D:(u,0,w)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|D₁(1)⊕D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|4D₁(1)⊕4D₂(1)|2D₁(1)⊕2D₂(1)|2D₁(1)⊕2D₂(1)|4D₁(1)⊕4D₂(1)|4D₁(1)⊕4D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|3D₁(1)⊕3D₂(1)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|2D₃ˢD₄ˢ(2)|4D₃ˢD₄ˢ(2)|4D₃ˢD₄ˢ(2)|4D₃ˢD₄ˢ(2)|4D₃ˢD₄ˢ(2)|4D₃ˢD₄ˢ(2)|6D₃ˢD₄ˢ(2)|6D₃ˢD₄ˢ(2)|6D₃ˢD₄ˢ(2)
E:(u,v,1/2)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|E₁(1)⊕E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|4E₁(1)⊕4E₂(1)|2E₁(1)⊕2E₂(1)|2E₁(1)⊕2E₂(1)|4E₁(1)⊕4E₂(1)|4E₁(1)⊕4E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|3E₁(1)⊕3E₂(1)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|2E₃ˢE₄ˢ(2)|4E₃ˢE₄ˢ(2)|4E₃ˢE₄ˢ(2)|4E₃ˢE₄ˢ(2)|4E₃ˢE₄ˢ(2)|4E₃ˢE₄ˢ(2)|6E₃ˢE₄ˢ(2)|6E₃ˢE₄ˢ(2)|6E₃ˢE₄ˢ(2)
Ω:(u,v,w)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₁(1)|4Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|2Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|4Ω₁(1)|8Ω₁(1)|4Ω₁(1)|4Ω₁(1)|8Ω₁(1)|8Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|6Ω₁(1)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|2Ω₂ˢΩ₂ˢ(2)|4Ω₂ˢΩ₂ˢ(2)|4Ω₂ˢΩ₂ˢ(2)|4Ω₂ˢΩ₂ˢ(2)|4Ω₂ˢΩ₂ˢ(2)|4Ω₂ˢΩ₂ˢ(2)|6Ω₂ˢΩ₂ˢ(2)|6Ω₂ˢΩ₂ˢ(2)|6Ω₂ˢΩ₂ˢ(2)
